,word,POS,ranking,Finnish,English
657,,,,puunkuori,bark (on tree)
658,barn,n,2983.0,lato,barn
659,barrel,n,3699.0,tynnyri,barrel
660,bartender,n,2593.0,baarimikko,bartender
661,base,v,1028.0,perusta,base
662,base,n,3883.0,perusta,base
663,baseball,n,1227.0,baseball,baseball
664,basis,n,4255.0,baasis,basis
665,basket,n,1887.0,kori,basket
666,basketball,n,1678.0,koripallo,basketball
667,bass,n,3551.0,basso,bass
668,bat,n,2318.0,lepakko,bat
669,bath,n,1444.0,kylpy,bath
670,bath,v,4153.0,kylpy,bath
671,bathroom,n,479.0,kylppäri,bathroom
672,bathtub,n,4055.0,amme,bathtub
673,battery,n,2154.0,patteri,battery
674,beach,n,1288.0,ranta,beach
675,bean,n,1482.0,papu,bean
676,bear,v,754.0,karhu,bear
677,bear,n,821.0,karhu,bear
678,beard,n,2145.0,parta,beard
679,beat,v,546.0,biitti,beat
680,beat,n,4203.0,biitti,beat
681,beauty,n,1753.0,kauneus,beauty
682,beaver,n,4154.0,majava,beaver
683,bed,n,423.0,sänky,bed
684,bedroom,n,987.0,makuuhuone,bedroom
685,bedtime,n,3629.0,nukkumaanmenoaika,bedtime
686,bee,n,1673.0,mehiläinen,bee
687,beef,n,1932.0,naudanliha,beef
688,beer,n,512.0,olut,beer
689,beginning,n,2076.0,alku,beginning
690,behind,fw,570.0,takamus,behind
691,being,n,2120.0,olento,being
692,belief,n,2250.0,uskomus,belief
693,belly,n,2278.0,maha,belly
694,beloved,j,2071.0,rakastettu,beloved
695,belt,n,1357.0,vyö,belt
696,bench,n,3075.0,penkki,bench
697,bend,v,2112.0,mutka,bend
698,benefit,n,1988.0,etuus,benefit
699,benefit,v,4863.0,etuus,benefit
700,,,,raamattu,bible
701,bicycle,n,3784.0,polkupyörä,bicycle
702,bill,n,973.0,seteli,bill
703,billboard,n,4926.0,mainostaulu,billboard
704,billionaire,n,4016.0,miljardööri,billionaire
705,bingo,n,2058.0,bingo,bingo
706,biology,n,3196.0,biologia,biology
707,bird,n,810.0,lintu,bird
708,birth,n,1523.0,syntyminen,birth
709,birthday,n,440.0,syntymäpäivä,birthday
710,bit,n,834.0,hitu,bit
711,bitch,n,494.0,narttu,bitch
712,bitch,v,4056.0,narttu,bitch
713,bite,v,420.0,puraisu,bite
714,bite,n,1933.0,puraisu,bite
715,black,j,451.0,musta,black
716,bladder,n,3412.0,rakko,bladder
717,blade,n,3154.0,terä,blade
718,blame,v,1031.0,moite,blame
719,blame,n,4998.0,moite,blame
720,blanket,n,1431.0,peitto,blanket
721,blazer,n,4155.0,bleiseri,blazer
722,blend,v,4613.0,sekoitus,blend
723,blessing,n,3552.0,siunaus,blessing
724,blind,j,1303.0,umpisilmä,blind
725,block,n,1336.0,esto,block
726,block,v,2226.0,esto,block
727,blog,n,4148.0,blogi,blog
728,blond,j,2742.0,vaaleaverikkö,blond
729,blonde,n,4615.0,blondi,blonde
730,blood,n,793.0,veri,blood
731,blow,v,540.0,laaki,blow
732,blow,n,4745.0,laaki,blow
733,blowjob,n,3076.0,suihinotto,blowjob
734,blue,j,764.0,sininen,blue
735,blues,n,3884.0,blues,blues
736,bluff,v,4482.0,bluffi,bluff
737,board,n,954.0,johtokunta,board
738,board,v,3480.0,johtokunta,board
739,boat,n,744.0,vene,boat
740,,,,ruumis,body (dead)
741,,,,vartalo,body (live)
742,bomb,n,1667.0,pommi,bomb
743,bomb,v,4370.0,pommi,bomb
744,bond,v,2182.0,sidos,bond
745,bond,n,4719.0,sidos,bond
746,bone,n,1184.0,luu,bone
747,boo,u,2266.0,buuaus,boo
748,boo,v,4100.0,buuaus,boo
749,book,n,328.0,kirja,book
750,book,v,1990.0,kirja,book
751,boot,n,2034.0,saapas,boot
752,booth,n,2279.0,koju,booth
753,booty,n,3279.0,ryöstösaalis,booty
754,booze,n,1812.0,brenkku,booze
755,border,n,2865.0,raja,border
756,boss,n,654.0,pomo,boss
757,bother,v,812.0,vaiva,bother
758,bottle,n,872.0,pullo,bottle
759,bottom,n,1170.0,pohja,bottom
760,bounce,v,2723.0,pomppu,bounce
761,boundary,n,4543.0,raja,boundary
762,bouquet,n,4927.0,kukkakimppu,bouquet
763,bowl,n,984.0,kulho,bowl
764,bowl,v,2864.0,kulho,bowl
765,bowling,n,2344.0,keilailu,bowling
766,box,n,466.0,laatikko,box
767,boy,n,131.0,poika,boy
768,boyfriend,n,617.0,poikaystävä,boyfriend
769,bra,n,1407.0,liivit,bra
770,brain,n,664.0,aivot,brain
771,brainwash,v,4929.0,aivopesu,brainwash
772,branch,n,2724.0,oksa,branch
773,brand,n,2395.0,tuotemerkki,brand
774,brat,n,4371.0,penikka,brat
775,bread,n,1207.0,leipä,bread
776,break,v,230.0,tauko,break
777,break,n,1250.0,tauko,break
778,breakfast,n,896.0,aamupala,breakfast
779,breakup,n,1888.0,bänks,breakup
780,breast,n,1149.0,rinta,breast
781,breath,n,1485.0,henki,breath
782,breed,v,4617.0,rotu,breed
783,bribe,v,4483.0,lahjus,bribe
784,brick,n,4746.0,tiili,brick
785,bride,n,1674.0,morsian,bride
786,bridesmaid,n,3280.0,kaaso,bridesmaid
787,bridge,n,1963.0,silta,bridge
788,briefcase,n,3961.0,salkku,briefcase
789,brilliant,j,1698.0,briljantti,brilliant
790,broccoli,n,3595.0,parsakaali,broccoli
791,brochure,n,4618.0,brosyyri,brochure
792,brother,n,389.0,veli,brother
793,brunch,n,2594.0,brunssi,brunch
794,brush,v,2025.0,harja,brush
795,bubble,n,1650.0,kupla,bubble
796,bucket,n,2146.0,ämpäri,bucket
797,bud,n,3446.0,umpu,bud
798,budget,n,2397.0,budjetti,budget
799,buffet,n,3879.0,buffet,buffet
800,bug,n,1758.0,ötökkä,bug
801,bug,v,3913.0,ötökkä,bug
802,building,n,958.0,rakennus,building
803,bull,n,2702.0,sonni,bull
804,bullet,n,1934.0,luoti,bullet
805,bullshit,n,2267.0,paskapuhe,bullshit
806,bully,n,1685.0,koulukiusaaja,bully
807,bully,v,3338.0,koulukiusaaja,bully
808,,,,pummi,bum (person
809,bump,v,2251.0,muhkura,bump
810,bump,n,2661.0,muhkura,bump
811,,,,töyssy,bump (on a road)
812,bun,n,3744.0,pulla,bun
813,bunny,n,2059.0,pupujussi,bunny
814,burn,v,690.0,poltto,burn
815,burst,v,3518.0,puhkeaminen,burst
816,bus,n,775.0,linja-auto,bus
817,bush,n,2616.0,puska,bush
818,business,n,367.0,yritystoiminta,business
819,businessman,n,3553.0,liikemies,businessman
820,bust,v,1282.0,rintakuva,bust
821,butt,n,699.0,tumppi,butt
822,butter,n,1232.0,voi,butter
823,butterfly,n,3132.0,perhonen,butterfly
824,button,n,1023.0,nappi,button
825,buzz,v,4059.0,sirinä,buzz
826,buzz,n,4204.0,sirinä,buzz
827,cabbage,n,4999.0,kaali,cabbage
828,cabin,n,2398.0,hytti,cabin
829,cabinet,n,2780.0,kaappi,cabinet
830,cable,n,1862.0,kaapeli,cable
831,cafeteria,n,2102.0,kahvio,cafeteria
832,caffeine,n,4865.0,kofeiini,caffeine
833,cage,n,2626.0,häkki,cage
834,cake,n,667.0,kakku,cake
835,calendar,n,2892.0,kalenteri,calendar
836,calf,n,4992.0,vasa,calf
837,call,v,103.0,kutsu,call
838,call,n,732.0,kutsu,call
839,calm,v,859.0,tyyni,calm
840,camera,n,886.0,kamera,camera
841,campaign,n,4060.0,kampanja,campaign
842,,,,sotaretki,campaign (in war)
843,campus,n,2578.0,kampus,campus
844,can,v,23.0,tölkki,can
845,can,n,1616.0,tölkki,can
846,cancer,n,1187.0,syöpä,cancer
847,candidate,n,2958.0,kokelas,candidate
848,candle,n,1714.0,kynttilä,candle
849,candy,n,779.0,karkki,candy
850,cap,n,2132.0,lippis,cap
851,capacity,n,4815.0,kapasiteetti,capacity
852,cape,n,3630.0,viitta,cape
853,,,,pääkaupunki,capital city
854,capital,n,2491.0,pääoma,capital
855,cappuccino,n,4307.0,cappuccino,cappuccino
856,car,n,215.0,auto,car
857,card,n,454.0,kortti,card
858,care,v,214.0,hoito,care
859,career,n,1165.0,ura,career
860,carnival,n,2916.0,karnevaali,carnival
861,carpet,n,2043.0,matto,carpet
862,carrot,n,2662.0,porkkana,carrot
863,cart,n,2797.0,kärry,cart
864,case,n,488.0,sijamuoto,case
865,cash,n,1196.0,käteinen,cash
866,cash,v,3246.0,käteinen,cash
867,casino,n,2798.0,kasino,casino
868,cast,v,2823.0,valu,cast
869,cast,n,3133.0,valu,cast
870,casting,n,4932.0,valanta,casting
871,cat,n,506.0,kissa,cat
872,catalog,n,3340.0,kuvasto,catalog
873,catch,v,426.0,sieppaus,catch
874,catch,n,2985.0,sieppaus,catch
875,cattle,n,4724.0,karja,cattle
876,cause,v,1020.0,aiheuttaja,cause
877,cause,n,1675.0,aiheuttaja,cause
878,ceiling,n,3134.0,katto,ceiling
879,celebration,n,3156.0,juhlat,celebration
880,celebrity,n,1411.0,julkkis,celebrity
881,cell,n,980.0,selli,cell
882,cemetery,n,4372.0,hautausmaa,cemetery
883,cent,n,1546.0,sentti,cent
884,center,n,1192.0,keskikohta,center
885,center,j,4749.0,keskikohta,center
886,century,n,2168.0,senturia,century
887,ceremony,n,2319.0,seremonia,ceremony
888,certificate,n,3668.0,todistus,certificate
889,chain,n,1854.0,ketju,chain
890,chair,n,649.0,tuoli,chair
891,chalk,n,4725.0,liitu,chalk
892,challenge,v,1977.0,haaste,challenge
893,challenge,n,2183.0,haaste,challenge
894,chamber,n,3789.0,kammio,chamber
895,champagne,n,1969.0,samppanja,champagne
896,champion,n,1902.0,mestari,champion
897,championship,n,3077.0,mestaruusottelu,championship
898,chance,n,450.0,sattuma,chance
899,change,v,287.0,muutos,change
900,change,n,1129.0,muutos,change
901,chaos,n,2596.0,kaaos,chaos
902,chapter,n,2083.0,tuomiokapituli,chapter
903,character,n,849.0,hahmo,character
904,,,,lataus,charge (in battery)
905,,,,veloitus,charge (payment)
906,charity,n,1926.0,hyväntekeväisyys,charity
907,charm,n,4308.0,charmi,charm
908,chase,v,1519.0,takaa-ajo,chase
909,chase,n,4866.0,takaa-ajo,chase
910,chat,v,2084.0,chatti,chat
911,cheater,n,4726.0,petkuttaja,cheater
912,check,v,292.0,tsekkaus,check
913,check,n,988.0,tsekkaus,check
914,cheek,n,2646.0,poski,cheek
915,cheer,v,1456.0,hilpeys,cheer
916,cheerleader,n,3341.0,cheerleader,cheerleader
917,cheese,n,873.0,juusto,cheese
918,cheeseburger,n,3790.0,juustohampurilainen,cheeseburger
919,cheesecake,n,3157.0,juustokakku,cheesecake
920,chemical,n,4258.0,kemikaali,chemical
921,chemistry,n,4205.0,kemia,chemistry
922,cherry,n,2682.0,kirsikka,cherry
923,chess,n,3450.0,shakki,chess
924,chest,n,1824.0,arkku,chest
925,chick,n,931.0,tipu,chick
926,chicken,n,596.0,kana,chicken
927,chief,n,2597.0,päällikkö,chief
928,child,n,250.0,lapsi,child
929,childhood,n,2227.0,lapsuus,childhood
930,chili,n,2663.0,chilipaprika,chili
931,chip,n,1418.0,sipsi,chip
932,chip,v,4935.0,sipsi,chip
933,chocolate,n,908.0,suklaa,chocolate
934,choir,n,4936.0,kuoro,choir
935,choke,v,1945.0,rikastin,choke
936,chop,n,2598.0,kyljys,chop
937,chop,v,2800.0,kyljys,chop
938,chore,n,3281.0,puuha,chore
939,church,n,899.0,kirkko,church
940,cigar,n,2077.0,sikari,cigar
941,cinnamon,n,3179.0,kaneli,cinnamon
942,circle,n,1699.0,ympyrä,circle
943,circle,v,4817.0,ympyrä,circle
944,circumstance,n,3596.0,asianhaara,circumstance
945,circus,n,2664.0,sirkus,circus
946,citizen,n,1991.0,kansalainen,citizen
947,civilization,n,4546.0,sivilisaatio,civilization
948,claim,v,2006.0,väite,claim
949,class,n,405.0,luokka,class
950,classic,j,1216.0,klassikko,classic
951,classmate,n,4751.0,luokkakaveri,classmate
952,classroom,n,3554.0,luokkahuone,classroom
953,clay,n,4619.0,savi,clay
954,cleaner,n,2801.0,siivooja,cleaner
955,cleaning,n,2704.0,siivous,cleaning
956,clear,j,714.0,katajanmarjaviina,clear
957,clear,v,1668.0,katajanmarjaviina,clear
958,click,v,2169.0,klikkaus,click
959,client,n,1059.0,päämies,client
960,cliff,n,4423.0,jyrkänne,cliff
961,clinic,n,3555.0,klinikka,clinic
962,clip,n,3452.0,klipsi,clip
963,clock,n,1686.0,kello,clock
964,clone,n,4727.0,klooni,clone
965,closure,n,3885.0,sulkeuma,closure
966,clothing,n,3597.0,vaatetus,clothing
967,cloud,n,2241.0,pilvi,cloud
968,clown,n,861.0,klovni,clown
969,club,n,515.0,kerho,club
970,clubhouse,n,3745.0,klubitalo,clubhouse
971,coach,n,1530.0,valmentaja,coach
972,coach,v,3669.0,valmentaja,coach
973,coaster,n,3216.0,lasinalunen,coaster
974,coat,n,1048.0,pinnoite,coat
975,cobra,n,4728.0,kobra,cobra
976,cocaine,n,5000.0,kokaiini,cocaine
977,cock,n,4309.0,kulli,cock
978,cocktail,n,2204.0,cocktail,cocktail
979,cocoa,n,3519.0,kaakao,cocoa
980,code,n,1037.0,koodi,code
981,coffee,n,458.0,kahvi,coffee
982,coin,n,3282.0,kolikko,coin
983,coin,v,4620.0,kolikko,coin
984,coincidence,n,2190.0,yhteensattuma,coincidence
985,,,,kokis,coke
986,cold,j,660.0,vilu,cold
987,cold,n,2531.0,vilu,cold
988,collapse,v,4020.0,kollapsi,collapse
989,collar,v,3783.0,kaulapanta,collar
990,colleague,n,4374.0,kollega,colleague
991,collection,n,2094.0,kokoelma,collection
992,college,n,623.0,korkeakoulu,college
993,cologne,n,3962.0,kölninvesi,cologne
994,colon,n,4375.0,kaksoispiste,colon
995,colonel,n,2628.0,eversti,colonel
996,column,n,2302.0,sarake,column
997,coma,n,2508.0,kooma,coma
998,comb,v,4424.0,kampa,comb
999,combination,n,3342.0,yhdistymä,combination
1000,comedian,n,2451.0,koomikko,comedian
1001,comedy,n,1228.0,komedia,comedy
1002,comfort,v,3918.0,mukavuus,comfort
1003,comfort,n,4104.0,mukavuus,comfort
1004,command,n,2435.0,komento,command
1005,commander,n,4547.0,komentaja,commander
1006,comment,n,2417.0,kommentti,comment
1007,comment,v,4819.0,kommentti,comment
1008,commission,n,3008.0,provikka,commission
1009,commissioner,n,4261.0,komissaari,commissioner
1010,commitment,n,2113.0,sitoutuminen,commitment
1011,committee,n,2205.0,komitea,committee
1012,communication,n,4262.0,viestintä,communication
1013,communist,n,4105.0,kommunisti,communist
1014,community,n,1287.0,yhteisö,community
1015,company,n,484.0,yritys,company
1016,competition,n,1953.0,kisa,competition
1017,complaint,n,2545.0,kantelu,complaint
1018,complex,j,3670.0,kompleksi,complex
1019,compromise,v,4156.0,kompromissi,compromise
1020,computer,n,862.0,tietokone,computer
1021,con,n,4867.0,miinuspuoli,con
1022,concentrate,v,2520.0,tiiviste,concentrate
1023,concept,n,3453.0,käsite,concept
1024,concert,n,1426.0,konsertti,concert
1025,conclusion,n,3345.0,päätelmä,conclusion
1026,,,,ehto,condition (proposition)
1027,,,,kunto,"condition (status, quality)"
1028,conditioner,n,3217.0,hoide,conditioner
1029,conditioning,n,4021.0,ehdollistaminen,conditioning
1030,condom,n,1813.0,kondomi,condom
1031,cone,n,3218.0,kartio,cone
1032,conference,n,1622.0,konferenssi,conference
1033,confession,n,3384.0,tunnustus,confession
1034,confusion,n,4376.0,hämmennys,confusion
1035,connection,n,2035.0,yhteys,connection
1036,consequence,n,4022.0,seuraus,consequence
1037,conspiracy,n,4157.0,konspiraatio,conspiracy
1038,constant,j,3546.0,vakio,constant
1039,construction,n,3181.0,rakennustyö,construction
1040,contact,n,1540.0,yhteydenotto,contact
1041,contact,v,4378.0,yhteydenotto,contact
1042,container,n,4868.0,umpio,container
1043,contest,n,1365.0,kilpailu,contest
1044,contestant,n,3671.0,ottelija,contestant
1045,context,n,4379.0,asiayhteys,context
1046,contract,n,1763.0,sopimusasiakirja,contract
1047,contraction,n,4938.0,synnytyssupistus,contraction
1048,contribution,n,4729.0,myötävaikutus,contribution
1049,control,n,985.0,ohjaus,control
1050,control,v,1190.0,ohjaus,control
1051,convenience,n,4549.0,kätevyys,convenience
1052,convention,n,2420.0,konventio,convention
1053,conversation,n,827.0,keskustelu,conversation
1054,cook,v,996.0,keittäjä,cook
1055,cook,n,4550.0,keittäjä,cook
1056,cookie,n,788.0,keksi,cookie
1057,cop,n,892.0,jepari,cop
1058,copy,n,1659.0,kopio,copy
1059,copy,v,2072.0,kopio,copy
1060,cord,n,4870.0,johto,cord
1061,core,n,3454.0,ydin,core
1062,corn,n,1601.0,liikavarvas,corn
1063,corner,n,1253.0,nurkka,corner
1064,corporation,n,2765.0,korporaatio,corporation
1065,corpse,n,2918.0,kalmo,corpse
1066,correction,n,4622.0,korjaus,correction
1067,cotton,n,3346.0,puuvilla,cotton
1068,cough,n,3159.0,yskä,cough
1069,cough,v,4730.0,yskä,cough
1070,council,n,2938.0,valtuusto,council
1071,count,v,761.0,kreivi,count
1072,count,n,2647.0,kreivi,count
1073,counter,n,2914.0,laskuri,counter
1074,county,n,2147.0,maakunta,county
1075,couple,n,369.0,pari,couple
1076,courage,n,2629.0,rohkeus,courage
1077,course,n,252.0,kurssi,course
1078,court,n,1072.0,tuomioistuin,court
1079,courthouse,n,4871.0,oikeustalo,courthouse
1080,courtroom,n,5003.0,oikeussali,courtroom
1081,cousin,n,1108.0,serkku,cousin
1082,cover,v,771.0,peite,cover
1083,cover,n,1486.0,peite,cover
1084,cow,n,957.0,lehmä,cow
1085,coward,n,3556.0,pelkuri,coward
1086,cowboy,n,1946.0,karjapaimen,cowboy
1087,crab,n,3347.0,taskurapu,crab
1088,crack,v,1759.0,crack,crack
1089,crack,n,2103.0,crack,crack
1090,crank,v,4311.0,veivi,crank
1091,crap,n,688.0,skeida,crap
1092,crap,u,943.0,skeida,crap
1093,crap,v,1927.0,skeida,crap
1094,crash,v,1557.0,rysäys,crash
1095,crawl,v,2060.0,konttaus,crawl
1096,cream,n,707.0,kerma,cream
1097,creator,n,4939.0,luoja,creator
1098,creature,n,1855.0,otus,creature
1099,credit,n,893.0,luotto,credit
1100,crew,n,2206.0,miehistö,crew
1101,crib,n,3377.0,pinnasänky,crib
1102,,,,kriketti,cricket (game)
1103,,,,sirkka,cricket (bug)
1104,crime,n,1082.0,rikos,crime
1105,crisis,n,2044.0,kriisi,crisis
1106,critic,n,3748.0,arvostelija,critic
1107,criticism,n,4872.0,arvostelu,criticism
1108,cross,v,1440.0,risti,cross
1109,cross,n,3964.0,risti,cross
1110,crossword,n,3632.0,ristisana,crossword
1111,crotch,n,3009.0,haaraväli,crotch
1112,crowd,n,1575.0,väkijoukko,crowd
1113,crown,n,4921.0,kruunu,crown
1114,cruise,n,2492.0,risteily,cruise
1115,crush,n,1198.0,ihastus,crush
1116,cry,v,524.0,itku,cry
1117,crystal,n,3481.0,kristalli,crystal
1118,cube,n,2743.0,kuutio,cube
1119,cue,n,3547.0,köö,cue
1120,culture,n,1863.0,kulttuuri,culture
1121,cup,n,884.0,kuppi,cup
1122,cupcake,n,1979.0,kuppikakku,cupcake
1123,curb,n,4873.0,reunakiveys,curb
1124,cure,n,2580.0,kuuri,cure
1125,cure,v,2630.0,kuuri,cure
1126,curiosity,n,4756.0,kuriositeetti,curiosity
1127,curl,v,4425.0,kihara,curl
1128,current,j,3521.0,virtaus,current
1129,curse,n,2824.0,kirous,curse
1130,curse,v,3182.0,kirous,curse
1131,curtain,n,2867.0,verho,curtain
1132,custody,n,4624.0,huoltajuus,custody
1133,customer,n,1297.0,asiakas,customer
1134,cut,v,414.0,leikkaus,cut
1135,cut,n,2228.0,leikkaus,cut
1136,cutie,n,4108.0,söpöläinen,cutie
1137,cycle,n,3828.0,sykli,cycle
1138,dad,n,122.0,isä,dad
1139,damage,n,2380.0,vaurio,damage
1140,damage,v,3348.0,vaurio,damage
1141,dance,v,444.0,tanssi,dance
1142,dance,n,1475.0,tanssi,dance
1143,dancer,n,2078.0,tanssija,dancer
1144,danger,n,1639.0,vaara,danger
1145,dark,j,855.0,pimento,dark
1146,darkness,n,3079.0,pimeys,darkness
1147,darling,n,1646.0,rakas,darling
1148,data,n,3482.0,data,data
1149,date,n,348.0,treffit,date
1150,date,v,489.0,treffit,date
1151,dating,n,4025.0,seurustelu,dating
1152,daughter,n,622.0,tytär,daughter
1153,dawn,n,4051.0,aamunkoitto,dawn
1154,dead,j,333.0,marras,dead
1155,deadline,n,4552.0,määräaika,deadline
1156,deaf,j,3219.0,kuulovammainen,deaf
1157,deal,n,378.0,diili,deal
1158,deal,v,838.0,diili,deal
1159,dealer,n,3414.0,diileri,dealer
1160,death,n,652.0,kuolema,death
1161,debate,n,2288.0,intos,debate
1162,debt,n,2781.0,velka,debt
1163,decade,n,3598.0,dekadi,decade
1164,decision,n,901.0,päätös,decision
1165,deck,n,2939.0,pakka,deck
1166,deep,j,906.0,syvänne,deep
1167,deer,n,3010.0,peura,deer
1168,defeat,v,2868.0,häviö,defeat
1169,definition,n,3836.0,määritelmä,definition
1170,degree,n,1773.0,korkeakoulututkinto,degree
1171,delivery,n,2026.0,toimitus,delivery
1172,demand,v,2061.0,kysyntä,demand
1173,demand,n,4381.0,kysyntä,demand
1174,demon,n,3103.0,demoni,demon
1175,dental,j,2767.0,dentaali,dental
1176,dentist,n,1825.0,hammaslääkäri,dentist
1177,department,n,1213.0,departementti,department
1178,depression,n,3965.0,masennus,depression
1179,desert,n,2802.0,aavikko,desert
1180,design,v,1596.0,muotoilu,design
1181,design,n,2045.0,muotoilu,design
1182,designer,n,3633.0,muotoilija,designer
1183,desire,n,2869.0,mielihalu,desire
1184,desk,n,889.0,tiski,desk
1185,dessert,n,1452.0,mehujää,dessert
1186,destiny,n,3198.0,kohtalo,destiny
1187,destruction,n,3456.0,tuho,destruction
1188,detail,n,1964.0,yksityiskohta,detail
1189,detention,n,3199.0,jälki-istunto,detention
1190,development,n,3837.0,kehitys,development
1191,devil,n,1504.0,paholainen,devil
1192,diabetes,n,4207.0,sokeritauti,diabetes
1193,diamond,n,1856.0,timantti,diamond
1194,diaper,n,1715.0,vaippa,diaper
1195,diarrhea,n,4208.0,ripuli,diarrhea
1196,diary,n,3080.0,päivyri,diary
1197,dice,n,2727.0,noppapeli,dice
1198,dictionary,n,4209.0,sanakirja,dictionary
1199,diet,n,1965.0,ruokavalio,diet
1200,difference,n,856.0,ero,difference
1201,dimension,n,4604.0,dimensio,dimension
1202,diner,n,4486.0,ruokailija,diner
1203,dinner,n,337.0,illallinen,dinner
1204,dinosaur,n,2581.0,dinosaurus,dinosaur
1205,dip,n,2895.0,dippikastike,dip
1206,dip,v,4732.0,dippikastike,dip
1207,direction,n,1716.0,suunta,direction
1208,director,n,1814.0,ohjaaja,director
1209,dirt,n,1947.0,lika,dirt
1210,disappointment,n,4160.0,pettymys,disappointment
1211,discipline,n,3838.0,kuri,discipline
1212,disco,n,3031.0,disko,disco
1213,discount,n,2345.0,alennus,discount
1214,discovery,n,3751.0,löytö,discovery
1215,discussion,n,2683.0,diskussio,discussion
1216,disease,n,1291.0,tauti,disease
1217,disorder,n,3599.0,häiriö,disorder
1218,distance,n,2243.0,välimatka,distance
1219,district,n,4427.0,rajoni,district
1220,ditch,v,2747.0,oja,ditch
1221,dive,v,3221.0,sukellus,dive
1222,diversity,n,4626.0,moninaisuus,diversity
1223,division,n,3922.0,divisioona,division
1224,doctor,n,261.0,tohtori,doctor
1225,document,n,3249.0,dokumentti,document
1226,documentary,n,2684.0,dokumenttielokuva,documentary
1227,dog,n,264.0,koira,dog
1228,doll,n,1049.0,nukke,doll
1229,dollar,n,262.0,dollari,dollar
1230,dolphin,n,2437.0,delfiini,dolphin
1231,donation,n,3923.0,lahjoitus,donation
1232,donkey,n,3709.0,aasi,donkey
1233,donor,n,4487.0,lahjoittaja,donor
1234,door,n,371.0,ovi,door
1235,doorman,n,4210.0,järjestyksenvalvoja,doorman
1236,,,,portsari,doorman (formal)
1237,dork,n,2705.0,dorka,dork
1238,double,j,1412.0,tupla,double
1239,double,v,2826.0,tupla,double
1240,double,r,3839.0,tupla,double
1241,dough,n,3522.0,taikina,dough
1242,doughnut,n,1610.0,donitsi,doughnut
1243,down,r,111.0,untuva,down
1244,download,v,3307.0,imurointi,download
1245,downstairs,r,1915.0,alakerta,downstairs
1246,downtown,n,1679.0,keskikaupunki,downtown
1247,dozen,m,3161.0,tusina,dozen
1248,dragon,n,2940.0,lohikäärme,dragon
1249,drain,v,4628.0,dreeni,drain
1250,drain,n,4940.0,dreeni,drain
1251,drama,n,2522.0,draama,drama
1252,draw,v,992.0,tasapeli,draw
1253,drawer,n,2046.0,piirtäjä,drawer
1254,dream,n,467.0,unelma,dream
1255,dream,v,1373.0,unelma,dream
1256,,,,uni,dream (sleep)
1257,dress,v,573.0,mekko,dress
1258,dress,n,1423.0,mekko,dress
1259,dresser,n,4554.0,piironki,dresser
1260,,,,haavaside,dressing (in a wound)
1261,,,,pukeutuminen,dressing (up)
1262,drill,n,3201.0,pora,drill
1263,drill,v,4488.0,pora,drill
1264,drink,v,309.0,juoma,drink
1265,drink,n,668.0,juoma,drink
1266,drive,v,326.0,draivi,drive
1267,drive,n,4263.0,draivi,drive
1268,driver,n,1130.0,kuljettaja,driver
1269,driving,n,4361.0,ajo,driving
1270,drop,v,526.0,pisara,drop
1271,drop,n,3672.0,pisara,drop
1272,drug,n,794.0,lääkeaine,drug
1273,drunk,j,2748.0,humalikko,drunk
1274,dry,j,1692.0,kankare,dry
1275,dry,v,2583.0,kankare,dry
1276,dryer,n,3484.0,kuivain,dryer
1277,dude,n,438.0,jäbä,dude
1278,dummy,n,2706.0,mallinukke,dummy
1279,dump,v,1132.0,kaadanta,dump
1280,dump,n,2172.0,kaadanta,dump
1281,dungeon,n,3600.0,tyrmä,dungeon
1282,dust,n,2599.0,pöly,dust
1283,,,,hollanti,dutch
1284,duty,n,1700.0,tullimaksu,duty
1285,dye,v,4629.0,värjäysaine,dye
1286,dynamite,n,4630.0,dynamiitti,dynamite
1287,ear,n,959.0,korva,ear
1288,earring,n,2510.0,korvakoru,earring
1289,,,,maa,earth
1290,,,,itä,east
1291,economy,n,2960.0,talous,economy
1292,edge,n,2749.0,kulma,edge
1293,edit,v,3924.0,muokkaus,edit
1294,edition,n,4114.0,painos,edition
1295,editor,n,3485.0,muokkaaja,editor
1296,education,n,2330.0,koulutus,education
1297,effect,n,1743.0,tehoste,effect
1298,effort,n,2173.0,ponnistus,effort
1299,ego,n,4383.0,ego,ego
1300,election,n,2941.0,vaali,election
1301,electricity,n,3137.0,sähkö,electricity
1302,elephant,n,1680.0,norsu,elephant
1303,elevator,n,2063.0,hissi,elevator
1304,elf,n,3824.0,haltia,elf
1305,,,,joulutonttu,elf (christmas)
1306,embarrassment,n,4115.0,nolous,embarrassment
1307,emergency,n,1318.0,hätä,emergency
1308,emotion,n,2632.0,tunne,emotion
1309,emperor,n,4429.0,keisari,emperor
1310,empire,n,4556.0,imperiumi,empire
1311,end,v,393.0,pääty,end
1312,end,n,572.0,pääty,end
1313,ending,n,3840.0,loppu,ending
1314,energy,n,1651.0,energia,energy
1315,engagement,n,2768.0,kihlaus,engagement
1316,engine,n,2383.0,moottori,engine
1317,engineer,n,4265.0,insinööri,engineer
1318,,,,englanti,english
1319,entertainment,n,2346.0,viihde,entertainment
1320,enthusiasm,n,4760.0,innostus,enthusiasm
1321,,,,kirjaus,entry (data)
1322,envelope,n,3285.0,kirjekuori,envelope
1323,environment,n,2481.0,ympäristö,environment
1324,epic,j,4679.0,taru,epic
1325,episode,n,1065.0,episodi,episode
1326,equation,n,4631.0,yhtälö,equation
